GEO_ID,NAME,state,PRED0_E,PRED0_M,PRED0_PE,PRED0_PM,PRED0_PF,PRED12_E,PRED12_M,PRED12_PE,PRED12_PM,PRED12_PF,PRED3_E,PRED3_M,PRED3_PE,PRED3_PM,PRED3_PF,Total_Population_E,Total_Population_M,Housing_Units_E,Housing_Units_M,Hispanic_PE,Hispanic_PM,Hispanic_PF,NH_White_alone_PE,NH_White_alone_PM,NH_White_alone_PF,NH_Black_alone_PE,NH_Black_alone_PM,NH_Black_alone_PF,NH_AIAN_alone_PE,NH_AIAN_alone_PM,NH_AIAN_alone_PF,NH_Asian_alone_PE,NH_Asian_alone_PM,NH_Asian_alone_PF,NH_NHPI_alone_PE,NH_NHPI_alone_PM,NH_NHPI_alone_PF,NH_SOR_alone_PE,NH_SOR_alone_PM,NH_SOR_alone_PF,NH_Two_or_More_PE,NH_Two_or_More_PM,NH_Two_or_More_PF,Male_PE,Male_PM,Male_PF,Female_PE,Female_PM,Female_PF,civ_vet_PE,civ_vet_PM,civ_vet_PF,GINI_IND_Inequality_E,GINI_IND_Inequality_M,GINI_IND_Inequality_F,Rural_Pop_PE,Rural_Pop_PF,Median_age_E,Median_age_M,Median_age_F,65_plus_PE,65_plus_PM,65_plus_PF,Disabled_PE,Disabled_PM,Disabled_PF,Blw_Pov_Lvl_PE,Blw_Pov_Lvl_PM,Blw_Pov_Lvl_PF,Female_no_partner_w_child_PE,Female_no_partner_w_child_PM,Female_no_partner_w_child_PF,Male_no_partner_w_child_PE,Male_no_partner_w_child_PM,Male_no_partner_w_child_PF,crowd_occ_PE,crowd_occ_PM,crowd_occ_PF,HS_Grad_PE,HS_Grad_PM,HS_Grad_PF,ENG_LVW_PE,ENG_LVW_PM,ENG_LVW_PF,WRK_FT_YR_PE,WRK_FT_YR_PM,WRK_FT_YR_PF,No_Health_Ins_PE,No_Health_Ins_PM,No_Health_Ins_PF,Broadband_PE,Broadband_PM,Broadband_PF,No_Veh_PE,No_Veh_PM,No_Veh_PF,HO_Vac_PE,HO_Vac_PM,HO_Vac_PF,Rent_Vac_PE,Rent_Vac_PM,Rent_Vac_PF
0500000US48449,Titus County, Texas,7856,2979,24.12,9.15,-1,15415,3509,47.33,10.77,0,9297,3182,28.55,9.77,0,32640,-555555555,12408,34,43,-555555555,1,45.2,0.1,-1,8.9,0.4,-1,0.2,0.2,-1,1,0.2,-1,0,0.1,-1,0.1,0.1,0,1.6,0.5,-1,49.2,0.4,0,50.8,0.4,0,7.5,0.8,0,0.4182,0.0176,-1,50.56,2,34.1,0.4,-1,14,0.2,-1,13,1.2,0,17.7,2.5,1,6.7,1.5,0,2,0.8,0,1.5,0.8,0,76.7,2,-1,17,1.2,1,55.5,2.1,1,18.1,2,1,73.9,2.4,-1,4.2,1.4,-1,1.6,0.9,0,13.1,3.6,1
0500000US48451,Tom Green County, Texas,34918,11956,29.85,10.22,0,54052,13122,46.21,11.22,0,27998,11417,23.94,9.76,0,117986,-555555555,48598,274,39.9,-555555555,1,53.3,0.1,-1,4,0.2,-1,0.2,0.1,-1,1.2,0.2,-1,0.1,0.1,0,0.1,0.1,0,1.3,0.3,-1,49.8,0.1,1,50.2,0.1,-1,10.7,0.7,1,0.4684,0.0132,-1,15.64,1,34.1,0.2,-1,15.1,0.1,-1,13.7,0.9,1,13.5,1.6,0,5.4,0.7,0,1.8,0.6,0,0.7,0.4,0,86.3,1.1,-1,5.8,0.7,-1,54.5,1.4,1,13.7,1,1,78.1,1.4,-1,5.8,0.7,-1,2.2,0.9,0,7.5,1.6,0
0500000US48453,Travis County, Texas,478962,135082,38.1,10.74,0,533289,142786,42.42,11.36,0,244992,116550,19.49,9.27,0,1226805,-555555555,514410,707,33.8,-555555555,1,49,0.1,-1,7.9,0.1,-1,0.2,0.1,-1,6.6,0.1,1,0,0.1,-1,0.2,0.1,0,2.4,0.1,0,50.5,0.1,1,49.5,0.1,-1,5.4,0.2,-1,0.4832,0.004,0,5.46,1,34.2,0.1,-1,9.5,0.1,-1,8.3,0.3,-1,12,0.4,-1,4.6,0.2,-1,1.3,0.1,0,1.5,0.1,1,89.3,0.3,1,11.4,0.3,1,57.9,0.4,1,13.1,0.4,1,88.2,0.4,1,5.5,0.2,-1,1.4,0.2,0,6.3,0.4,0
0500000US48455,Trinity County, Texas,3496,1484,23.87,10.13,-1,6270,1697,42.81,11.59,0,4881,1574,33.32,10.74,1,14620,-555555555,9011,51,10,-555555555,-1,78.4,0.1,1,9.9,0.4,-1,0.1,0.2,-1,0,0.1,-1,0,0.3,0,0,0.3,0,1.5,0.5,-1,48,0.9,-1,52,0.9,1,13.2,1.6,1,0.4689,0.0277,0,77.24,2,48.6,0.8,1,26.2,0.4,1,26.9,2.4,1,15.5,2.8,0,4.6,2,0,0.5,0.6,-1,0.7,0.5,0,83.1,2.3,-1,3.9,1.1,-1,41.4,3.3,-1,19.9,2.9,1,65.2,3.5,-1,7,1.9,0,3,1.4,0,3.2,3.1,0
0500000US48457,Tyler County, Texas,4435,1972,22.4,9.96,-1,8805,2208,44.48,11.15,0,6557,1994,33.12,10.07,1,21518,-555555555,10868,148,7.7,-555555555,-1,79,0.1,1,10.6,0.7,-1,0.1,0.1,-1,0.3,0.3,-1,0,0.2,0,0.1,0.1,0,2.1,0.7,0,54.4,0.3,1,45.6,0.3,-1,10,1.3,1,0.4263,0.0232,-1,78.13,2,42.4,0.4,1,21.6,0.5,1,22.5,2.1,1,16.5,3.6,0,4.5,1.4,0,0.6,0.5,-1,1.3,1,0,82,2.2,-1,2.3,0.7,-1,30.8,3.2,-1,16.9,3,1,68.5,3.5,-1,6.7,2.1,0,1.5,1.2,0,10.2,5.1,0
0500000US48459,Upshur County, Texas,11896,3930,28.59,9.45,0,18982,4327,45.62,10.4,0,10732,3803,25.79,9.14,0,41018,-555555555,17055,78,8.6,-555555555,-1,80.4,0.2,1,8.1,0.4,-1,0.5,0.3,0,0.3,0.1,-1,0,0.1,-1,0.4,0.4,0,1.7,0.4,-1,49.1,0.3,0,50.9,0.3,0,8.6,1,1,0.4435,0.0168,-1,79.3,2,41.4,0.6,1,17.9,0.2,1,17.8,1.3,1,16,2.7,0,3.2,0.9,-1,1.6,0.8,0,1.1,0.6,0,85.8,2,-1,2.1,0.6,-1,48.8,2.6,0,16.7,2.4,1,78.9,2.3,-1,4.4,0.9,-1,2.9,1.2,1,8.4,3.7,0
0500000US48461,Upton County, Texas,889,450,24.53,12.41,0,1850,534,51.05,14.74,0,885,486,24.42,13.42,0,3659,-555555555,1686,93,53.7,3.8,1,39.1,3.8,-1,5.8,1.2,-1,0.6,0.6,0,0.7,0.9,-1,0,1.2,0,0,1.2,0,0,1.2,-1,52,2.9,0,48,2.9,0,6.5,2.2,0,0.4365,0.0368,-1,100,3,39.6,2.3,0,16.7,2,0,8.9,2.1,-1,14.1,5.1,0,4.6,2.8,0,0.5,0.7,-1,0,3.1,0,75.6,3.8,-1,10.7,3.7,0,47.5,4.9,0,11.2,3.8,0,49.8,5.9,-1,9.1,4.1,0,0.8,1.2,0,5.1,4.5,0
0500000US48463,Uvalde County, Texas,5996,2771,22.68,10.48,-1,11686,3325,44.19,12.57,0,8761,3075,33.13,11.63,0,26920,-555555555,11160,75,71.7,-555555555,1,26.2,0.1,-1,0.3,0.3,-1,0.2,0.4,-1,0.9,0.6,-1,0,0.2,0,0.1,0.1,0,0.5,0.5,-1,49,0.6,0,51,0.6,0,7.9,1.5,0,0.4555,0.0289,0,31.38,1,33.7,0.5,-1,16.7,0.5,1,17.2,2.2,1,17.9,3.7,1,8.2,2.4,1,2.9,2,0,0.7,0.7,0,75.8,2.7,-1,14.4,2.5,1,47.1,3.4,-1,17.3,3.6,1,65.2,4.1,-1,7.3,1.9,0,1.1,1,0,11.8,4.6,1
0500000US48465,Val Verde County, Texas,8727,4955,18.24,10.36,-1,22867,5900,47.79,12.33,0,16252,5408,33.97,11.3,1,48969,-555555555,19138,97,82,-555555555,1,15.3,0.1,-1,1.3,0.4,-1,0.1,0.1,-1,0.7,0.1,-1,0,0.1,-1,0,0.1,-1,0.6,0.3,-1,51,0.2,1,49,0.2,-1,8.8,1,1,0.4697,0.0262,0,10.16,1,31.8,0.4,-1,14.1,0.2,-1,15.4,1.4,1,20.3,2.9,1,7,1.8,0,2.2,0.9,0,3.4,1.3,1,68.2,2.4,-1,19,1.8,1,48.1,2.7,-1,18,1.9,1,67.6,3.1,-1,6.4,1.6,-1,1.6,1.5,0,5.9,2.6,0
0500000US48467,Van Zandt County, Texas,14227,4925,25.21,8.73,-1,27713,5444,49.1,9.64,0,14502,4807,25.69,8.52,0,55103,-555555555,23421,81,10.9,-555555555,-1,83.7,0.1,1,2.8,0.3,-1,0.5,0.3,0,0.5,0.1,-1,0.1,0.1,0,0,0.1,-1,1.5,0.4,-1,49.1,0.3,0,50.9,0.3,0,8.8,0.9,1,0.4542,0.0259,-1,75.02,2,42.8,0.4,1,20,0.2,1,17.5,1.3,1,13.6,1.7,0,4,0.8,-1,1.1,0.5,0,0.9,0.4,0,84.6,1.1,-1,3.3,0.6,-1,48.6,1.6,-1,18.1,1.9,1,71.4,2.2,-1,3.4,0.8,-1,1.5,0.7,0,7.9,3.5,0
0500000US48469,Victoria County, Texas,23597,9590,25.89,10.52,0,41384,10780,45.41,11.83,0,26161,9581,28.7,10.51,0,92109,-555555555,37149,111,46.9,-555555555,1,44.7,0.2,-1,5.6,0.3,-1,0.1,0.1,-1,1.1,0.2,-1,0,0.1,-1,0.2,0.1,0,1.4,0.4,-1,48.9,0.2,-1,51.1,0.2,1,8.2,0.8,1,0.468,0.0191,0,26.63,1,35.9,0.4,-1,15.8,0.1,1,15.4,0.9,1,15,1.6,0,5.4,0.9,0,1.4,0.5,0,1,0.5,0,83.8,1.2,-1,5.5,0.8,-1,51.6,1.7,0,16.8,1.2,1,70.7,1.7,-1,6.7,1,-1,1.6,0.7,0,13,2.7,1
0500000US48471,Walker County, Texas,15871,5913,28.55,10.64,0,25397,6455,45.68,11.61,0,14329,5646,25.77,10.15,0,72321,-555555555,26164,653,17.9,-555555555,-1,56.4,0.1,-1,23,0.4,1,0.4,0.1,-1,1.3,0.1,-1,0,0.1,-1,0,0.1,-1,0.9,0.5,-1,58.4,0.3,1,41.6,0.3,-1,8,0.9,0,0.4711,0.019,0,45.58,1,35.3,0.3,-1,12.7,0.2,-1,8.3,1,-1,22.4,2.3,1,5.7,1.3,0,1.2,0.7,0,0.7,0.3,-1,86,1.1,-1,6.5,1,-1,33.7,2.5,-1,13.3,1.6,1,80.8,2.1,0,4.7,1,-1,2.1,1.2,0,3.1,1.4,-1
0500000US48473,Waller County, Texas,14867,5199,29.2,10.21,0,21884,5818,42.99,11.43,0,14156,5118,27.81,10.05,0,51832,-555555555,17020,263,30.1,-555555555,1,42.9,0.1,-1,24.8,0.3,1,0.2,0.2,-1,0.9,0.1,-1,0,0.1,-1,0.1,0.1,0,1,0.4,-1,49.9,0.3,1,50.1,0.3,-1,4.7,0.6,-1,0.4677,0.0186,0,61.64,2,28.9,0.3,-1,11.6,0.1,-1,11.7,1.4,0,16.5,3,1,4.7,1.3,0,0.7,0.5,-1,1.1,0.6,0,82.5,1.8,-1,12.3,1.6,1,45.8,2.1,-1,20.3,1.9,1,70.6,3.4,-1,3.5,1.2,-1,2.5,1.4,0,6.3,3.4,0
0500000US48475,Ward County, Texas,3203,1172,26.86,9.83,0,5461,1382,45.79,11.58,0,3263,1250,27.36,10.48,0,11658,-555555555,4830,44,53.7,-555555555,1,40,0.4,-1,4,1.3,-1,0.4,0.3,0,1,1,-1,0,0.4,0,0,0.4,0,0.9,0.7,-1,49.9,1.4,0,50.1,1.4,0,6.1,1.6,0,0.4127,0.0273,-1,27.89,1,33.9,0.9,-1,13.8,0.5,-1,10.4,1.7,-1,12.5,3.4,0,3.7,1.7,0,1.9,1.2,0,1,0.5,0,78.6,3.1,-1,10.2,2.1,0,52.4,4.2,0,19.1,3.2,1,71.8,3.4,-1,3.3,1.6,-1,0.1,0.3,-1,8.5,5.7,0
0500000US48477,Washington County, Texas,8992,3154,26.55,9.31,0,15548,3644,45.9,10.76,0,9334,3381,27.56,9.98,0,35163,-555555555,16206,320,16.1,-555555555,-1,64,0.1,1,16.4,1,1,0.3,0.3,-1,1.7,0.3,-1,0.1,0.2,0,0,0.1,-1,1.5,0.9,0,49.1,0.6,0,50.9,0.6,0,7.8,1.2,0,0.5113,0.0361,0,53.49,2,41.5,0.6,1,21,0.3,1,15.3,1.8,1,12,2.3,0,4,1.8,0,1.2,0.8,0,1.1,0.8,0,86.7,1.7,0,5.8,1.2,-1,54.5,3.2,1,11.6,1.7,1,73.6,3.2,-1,5.2,1.8,-1,1.9,1.3,0,7.6,4.8,0
0500000US48479,Webb County, Texas,48609,26414,17.72,9.63,-1,127278,32176,46.41,11.73,0,98375,29474,35.87,10.75,1,273526,-555555555,83041,143,95.5,-555555555,1,3.5,0.1,-1,0.3,0.1,-1,0,0.1,-1,0.5,0.1,-1,0,0.1,-1,0,0.1,-1,0.1,0.1,-1,49,0.1,-1,51,0.1,1,2.7,0.3,-1,0.4794,0.0115,0,2.6,1,28.8,0.2,-1,9.2,0.1,-1,11.9,0.5,-1,27.5,1.1,1,10.1,0.8,1,1.6,0.3,0,3.4,0.4,1,67.6,0.9,-1,36.6,0.9,1,46.3,0.9,-1,27.7,1,1,66.9,1.2,-1,6.1,0.5,-1,1.4,0.5,0,7.5,1,1
0500000US48481,Wharton County, Texas,9870,4046,23.85,9.78,-1,17986,4768,43.45,11.52,0,13534,4389,32.7,10.6,1,41577,-555555555,17633,62,41.4,-555555555,1,44.5,0.1,-1,13.5,0.3,1,0.1,0.1,-1,0.3,0.2,-1,0,0.1,-1,0,0.1,-1,0.2,0.2,-1,49.1,0.2,0,50.9,0.2,0,6,0.8,-1,0.4759,0.03,0,49.9,1,37.3,0.5,-1,16.6,-555555555,1,14.6,1.1,1,17.6,2.8,1,8.4,1.6,1,1.4,0.7,0,0.6,0.4,-1,78.3,2,-1,9.4,1.5,0,51.1,2.5,0,18.8,2.1,1,69.8,2.5,-1,6.7,1.4,-1,2.2,1.3,0,5.2,2.7,0
0500000US48483,Wheeler County, Texas,1375,548,27.21,10.84,0,2425,622,47.99,12.31,0,1253,558,24.8,11.04,0,5338,-555555555,2721,21,26,-555555555,1,68.5,0.8,1,3,0.8,-1,0.2,0.1,-1,0.1,0.1,-1,0,0.8,0,0,0.8,0,2.3,0.8,0,51.4,1.2,1,48.6,1.2,-1,6.5,1.5,0,0.4379,0.0298,-1,100,3,39.6,1.3,1,19.2,0.9,1,15.6,2.1,1,18.3,5,0,5.2,2.3,0,0.9,0.9,0,0,1.9,0,80.2,3.4,-1,8,1.8,0,55.9,3.6,1,19.1,3.5,1,72.8,3.9,-1,4.3,1.7,-1,3.3,2.6,0,6.7,5,0
0500000US48485,Wichita County, Texas,38050,13444,30.03,10.61,0,60255,14222,47.56,11.23,0,28388,11882,22.41,9.38,0,131596,-555555555,56057,533,19.2,-555555555,1,65.3,0.1,1,10,0.3,-1,0.7,0.1,0,2.2,0.1,-1,0.1,0.1,0,0.3,0.1,0,2.3,0.4,0,52,0.1,1,48,0.1,-1,11.6,0.7,1,0.4581,0.012,-1,10.67,1,34.5,0.2,-1,14.5,0.1,-1,16.7,0.7,1,16.9,1.1,1,6.4,0.8,1,1,0.3,0,0.4,0.2,-1,86.6,1,-1,4.9,0.4,-1,48.1,1.2,-1,14.1,1,1,77.4,1.3,-1,6.8,0.8,-1,2.7,0.8,1,10.6,1.7,1
0500000US48487,Wilbarger County, Texas,2676,1354,21.26,10.76,-1,5929,1557,47.11,12.37,0,3980,1412,31.62,11.22,0,12833,-555555555,6240,84,29.1,-555555555,1,58.1,0.3,-1,9.6,1.2,-1,0.9,0.4,0,0.9,0.8,-1,0,0.3,0,0.1,0.1,0,1.2,0.7,-1,48.8,1,0,51.2,1,0,6.9,1.7,0,0.4349,0.0271,-1,21.89,1,39.4,1.2,1,18.5,0.9,1,22.8,3.2,1,19.2,4.3,1,3.6,2.2,0,0.8,0.7,0,0.4,0.6,-1,77.2,3.4,-1,5.8,1.6,-1,50.3,4.4,0,14.7,2.9,1,65.6,5.6,-1,5.4,1.8,-1,0.7,0.9,0,10,4.8,0
0500000US48489,Willacy County, Texas,2406,1641,13.29,9.07,-1,8483,2102,46.87,11.61,0,7211,1981,39.84,10.94,1,21588,-555555555,7323,85,88.2,-555555555,1,11.2,0.3,-1,0.6,0.3,-1,0,0.2,-1,0,0.2,-1,0,0.2,0,0,0.2,0,0,0.2,-1,54,0.8,1,46,0.8,-1,3.5,0.9,-1,0.465,0.0233,0,34.58,1,33,0.6,-1,13.7,-555555555,-1,16.8,2,1,27,4.3,1,7.6,2.6,0,2,1.3,0,4.3,2.4,1,65.7,2.8,-1,21.6,2.5,1,37.5,3.4,-1,27.6,3,1,60.2,4.2,-1,5.1,1.8,-1,1,1,0,6.2,3.7,0
0500000US48491,Williamson County, Texas,233640,60930,39.76,10.37,0,262327,63460,44.65,10.8,0,91605,50649,15.59,8.62,0,547604,-555555555,192488,269,24.4,-555555555,1,59.4,0.1,-1,6.1,0.2,-1,0.2,0.1,-1,6.8,0.2,1,0.1,0.1,0,0.2,0.1,0,2.8,0.3,1,49.2,0.1,0,50.8,0.1,0,8.6,0.4,1,0.3938,0.0052,-1,11.99,1,36.3,0.1,-1,11.8,0.1,-1,10,0.3,-1,6.4,0.5,-1,5.1,0.4,0,1.4,0.3,0,0.5,0.1,-1,93.2,0.4,1,6.6,0.4,-1,57.7,0.7,1,9.3,0.5,0,92.6,0.4,1,2.3,0.2,-1,1.3,0.3,0,8.3,1.2,1
0500000US48493,Wilson County, Texas,14718,4642,28.85,9.1,0,25422,5296,49.84,10.38,0,10871,4722,21.31,9.26,0,49173,-555555555,17564,94,39.7,-555555555,1,57,0.1,-1,1.2,0.2,-1,0.1,0.1,-1,0.3,0.2,-1,0.1,0.1,0,0.1,0.1,0,1.5,0.3,-1,50.3,0.3,1,49.7,0.3,-1,12.4,1.1,1,0.4294,0.021,-1,85.86,2,40.2,0.5,1,15.4,0.1,-1,12.8,1.1,0,9.6,1.8,-1,4.2,1.1,0,1.1,0.6,0,1.5,0.6,0,87.6,1.4,0,7,0.9,-1,52.3,1.8,0,12.9,1.7,1,82.7,2.2,0,2.9,0.8,-1,1.1,0.6,0,6.8,3.8,0
0500000US48495,Winkler County, Texas,2260,917,28.56,11.59,0,3794,1097,47.95,13.86,0,1859,992,23.49,12.53,0,7867,-555555555,3044,33,61,-555555555,1,35.1,0.5,-1,2.2,1.3,-1,1,1.3,0,0,0.5,-1,0,0.5,0,0,0.5,0,0.7,0.7,-1,51.5,1.4,1,48.5,1.4,-1,5.5,1.7,-1,0.4091,0.0321,-1,18.13,1,33.1,0.5,-1,11.5,0.2,-1,11.2,2.5,0,15,5.3,0,5.7,3,0,0.7,0.6,0,0.5,0.6,0,69.2,4.7,-1,11.6,2.8,1,50,4,0,20.7,5,1,73.3,5.6,-1,5,2.7,-1,2.8,2.5,0,3.6,5.5,0
0500000US48497,Wise County, Texas,19604,5888,28.25,8.48,0,34421,6470,49.6,9.32,0,15370,5561,22.15,8.01,0,66290,-555555555,24796,143,19.3,-555555555,1,76.8,0.1,1,1.3,0.2,-1,0.4,0.2,-1,0.5,0.1,-1,0.2,0.2,0,0,0.1,-1,1.6,0.2,-1,50.4,0.2,1,49.6,0.2,-1,9.7,0.9,1,0.4215,0.0142,-1,72.11,2,38.3,0.4,0,14.9,0.1,-1,17,1,1,10.7,1.5,-1,4.5,1.1,0,1.3,0.5,0,0.7,0.4,0,85.3,1.5,-1,7.1,1,-1,50.2,1.6,0,17.9,1.3,1,77.5,2.3,-1,3.4,1,-1,0.9,0.6,-1,3.7,1.5,-1
0500000US48499,Wood County, Texas,11544,4023,26.14,9.11,0,20208,4595,45.76,10.41,0,12408,4231,28.1,9.58,0,44366,-555555555,21264,101,10,-555555555,-1,82.5,0.1,1,4.9,0.4,-1,0.7,0.2,0,0.6,0.1,-1,0.1,0.1,0,0.1,0.1,0,1.1,0.4,-1,49.7,0.4,1,50.3,0.4,-1,11.6,1.1,1,0.473,0.0323,0,74.2,2,47.9,0.4,1,26.7,0.3,1,21.2,1.7,1,14.6,2,0,4.2,0.8,-1,1.8,0.7,0,0.6,0.5,0,84.7,1.4,-1,2.6,0.7,-1,45.9,2.3,-1,13.1,1.4,1,77.5,1.9,-1,4.5,1.1,-1,1.3,0.8,0,12.2,4.5,1
0500000US48501,Yoakum County, Texas,2164,1106,24.84,12.69,0,3495,1335,40.11,15.32,0,3054,1210,35.05,13.88,0,8631,-555555555,3037,12,66.5,-555555555,1,31.8,1.3,-1,0.4,0.7,-1,0.2,0.3,-1,0,0.1,-1,0,0.5,0,0.4,0.5,0,0.7,0.9,-1,51.9,2.3,1,48.1,2.3,-1,2.7,1.1,-1,0.3768,0.0354,-1,37.33,1,30.3,0.3,-1,11.5,1,-1,9.7,1.8,-1,8.4,3.9,-1,1.8,1.7,-1,0,1.6,0,3.4,3.5,0,63.5,6.3,-1,21.9,4.8,1,51.2,4.9,0,27.9,7.6,1,75,6.6,-1,4.1,3.2,-1,0,2.1,0,20.1,13.8,1
0500000US48503,Young County, Texas,5177,1849,28.88,10.31,0,8088,2080,45.12,11.6,0,4660,1862,26,10.39,0,18036,-555555555,8720,32,18.7,-555555555,1,77.9,0.2,1,2.1,0.6,-1,0.6,0.6,0,0.3,0.3,-1,0,0.2,0,0.2,0.2,0,0.3,0.2,-1,48.7,0.8,0,51.3,0.8,0,8.9,1.6,0,0.4402,0.0365,-1,33.57,1,41.1,0.8,1,20.4,0.5,1,14.2,1.7,0,12.3,3.1,0,5.4,1.9,0,1.7,0.8,0,0.8,0.8,0,83,2.4,-1,10.9,1.8,1,52,3.5,0,19.4,2.8,1,75,4.2,-1,4.4,1.9,-1,1.2,1,0,5.2,4.3,0
0500000US48505,Zapata County, Texas,1862,1326,13.13,9.35,-1,6511,1721,45.92,12.14,0,5806,1610,40.95,11.36,1,14304,-555555555,6454,28,94.4,-555555555,1,4.6,1,-1,0,0.3,-1,0,0.3,-1,0.8,1,-1,0,0.3,0,0,0.3,0,0.2,0.4,-1,49.6,0.4,0,50.4,0.4,0,4.3,1.8,-1,0.5641,0.0797,1,23.53,1,29.5,0.7,-1,13.8,0.5,-1,18.1,2.6,1,34.5,7.7,1,10,4,1,1.2,1.6,0,5.1,2.4,1,61.9,6.2,-1,39.2,4.8,1,37.2,5.8,-1,28.5,4,1,58.6,5.5,-1,6.4,3.5,0,1.9,1.8,0,6.1,5.1,0
0500000US48507,Zavala County, Texas,1795,1349,15.71,11.81,-1,5894,1766,51.58,15.45,0,3738,1673,32.71,14.64,0,12039,-555555555,4385,21,93.9,-555555555,1,5.1,1,-1,0.3,0.3,-1,0,0.4,-1,0,0.1,-1,0,0.4,0,0,0.4,0,0.7,0.8,-1,51.7,0.4,1,48.3,0.4,-1,4.5,2.3,-1,0.4146,0.0315,-1,38.03,1,32.9,1.6,-1,13.8,0.4,-1,21,4.3,1,33.8,5.5,1,10.6,3.8,1,5.1,5,0,2.9,2.6,0,66.9,5.6,-1,16.9,4.2,1,35.9,5.4,-1,16,3.3,1,52.4,5.8,-1,9.7,4.1,0,0.4,0.7,-1,13.3,8.5,0
0500000US49001,Beaver County, Utah,2273,836,34.01,12.5,0,3322,882,49.71,13.2,0,1088,678,16.28,10.14,0,6517,-555555555,3023,27,12,-555555555,-1,84.3,0.5,1,0,0.5,-1,1,1.1,0,0.3,0.7,-1,0,0.5,0,0,0.5,0,2.4,1.3,0,51.6,0.8,1,48.4,0.8,-1,7.5,1.7,0,0.3921,0.0326,-1,56.52,2,33,0.9,-1,14.2,0.7,-1,13.1,2.5,0,9.1,4.2,-1,2.9,1.7,-1,2.7,2.1,0,0.3,0.4,-1,88.9,3.2,0,4.7,1.3,-1,51.7,4.2,0,12.7,3.5,1,74.1,5.5,-1,1.8,1.5,-1,3.8,2.5,0,8.2,5.9,0
0500000US49003,Box Elder County, Utah,21780,5044,38.99,9.03,0,25672,5181,45.96,9.28,0,8405,3819,15.05,6.84,0,53946,-555555555,18862,96,9.4,-555555555,-1,87,0.1,1,0.6,0.1,-1,1,0.2,1,0.8,0.2,-1,0.1,0.1,0,0.1,0.1,0,1,0.3,-1,51.1,0.3,1,48.9,0.3,-1,6.4,0.6,-1,0.3753,0.0124,-1,31.1,1,32.6,0.3,-1,12.7,0.1,-1,11.9,0.9,0,7.9,1.6,-1,2.9,0.8,-1,1.9,0.8,0,0.2,0.2,-1,93.1,1.1,1,1.9,0.4,-1,49.5,1.5,0,7.6,1.1,-1,86.6,1.6,1,3.9,0.9,-1,1.4,0.8,0,3.5,2.2,-1
0500000US49005,Cache County, Utah,52262,12200,41.96,9.8,0,54788,12233,43.99,9.82,0,17497,8308,14.05,6.67,-1,124165,-555555555,41388,169,10.7,-555555555,-1,83.6,0.2,1,0.7,0.1,-1,0.4,0.1,-1,2,0.2,-1,0.4,0.1,1,0.2,0.2,0,1.9,0.3,-1,50.1,0.1,1,49.9,0.1,-1,3.9,0.3,-1,0.4268,0.0115,-1,15.69,1,25.2,0.1,-1,9.1,0.1,-1,8.6,0.5,-1,15.4,1.2,1,4,0.7,-1,0.9,0.3,-1,0.7,0.3,-1,93.1,0.6,1,4,0.4,-1,43.4,1,-1,6.6,0.6,-1,87.8,1.2,1,3.5,0.5,-1,1.2,0.6,0,5.1,1.5,0
0500000US49007,Carbon County, Utah,6240,1939,31.14,9.68,0,8414,2066,41.98,10.31,0,5387,1651,26.88,8.24,0,20308,-555555555,9828,49,13.3,-555555555,-1,85.5,0.5,1,0.4,0.3,-1,0.4,0.2,-1,0,0.1,-1,0.1,0.1,0,0,0.1,-1,0.2,0.2,-1,50.1,0.4,1,49.9,0.4,-1,7.6,1.1,0,0.4161,0.0188,-1,33.71,1,37.5,0.5,-1,16.8,-555555555,1,14.9,1.3,1,16.8,2.3,1,5.2,1.2,0,2.5,1.2,0,0.3,0.3,-1,91.6,1.5,1,1,0.5,-1,45.1,2.9,-1,9.5,1.7,0,80.7,2.2,0,4.7,1.5,-1,2.2,1.3,0,12.9,4.4,1
0500000US49009,Daggett County, Utah,270,158,28.42,16.58,0,457,171,48.11,18.04,0,223,144,23.47,15.11,0,613,153,1276,33,2.1,3.6,-1,97.4,3.7,1,0.2,0.4,-1,0.3,0.7,0,0,4.8,-1,0,4.8,0,0,4.8,0,0,4.8,0,56.8,7.6,0,43.2,7.6,0,4.6,3.2,0,0.3299,0.0676,-1,100,3,42.5,10.9,0,12.6,5.6,0,6.4,3.2,-1,3.5,2.6,-1,0,16.7,0,0,16.7,0,0,16.7,0,94,3.8,1,0,5,-1,51.3,13.3,0,2.3,2.2,-1,88.3,8.5,0,9.8,7.1,0,16,10,1,0,62.2,0
0500000US49011,Davis County, Utah,183383,34842,51.71,9.83,1,135850,34739,38.31,9.8,0,35378,23497,9.98,6.63,-1,345767,-555555555,108847,183,9.7,-555555555,-1,83.8,0.1,1,1.3,0.1,-1,0.3,0.1,-1,1.7,0.1,-1,0.7,0.1,1,0.1,0.1,0,2.4,0.2,0,50.4,0.1,1,49.6,0.1,-1,7.5,0.3,0,0.3806,0.0056,-1,0.92,1,31.1,0.2,-1,9.8,0.1,-1,9,0.4,-1,5.4,0.5,-1,4.1,0.4,-1,1.3,0.3,0,0.3,0.1,-1,95.6,0.4,1,2.6,0.2,-1,52.2,0.7,1,6.5,0.5,-1,91.3,0.6,1,2.8,0.3,-1,1.2,0.3,-1,3.5,1.1,-1
